region,date,strain,share
6,2022-02-19,0,0.972597086345555
6,2022-02-19,1,0.027402913654445
6,2022-02-19,2,0
6,2022-02-19,3,0
6,2022-02-19,4,0
6,2022-03-05,0,0.900289942224011
6,2022-03-05,1,0.0997100577759889
6,2022-03-05,2,0
6,2022-03-05,3,0
6,2022-03-05,4,0
6,2022-03-19,0,0.673957819848624
6,2022-03-19,1,0.326042180151376
6,2022-03-19,2,0
6,2022-03-19,3,0
6,2022-03-19,4,0
6,2022-04-02,0,0.271862946957113
6,2022-04-02,1,0.728137053042888
6,2022-04-02,2,0
6,2022-04-02,3,0
6,2022-04-02,4,0
6,2022-04-16,0,0.114118185115052
6,2022-04-16,1,0.885881814884949
6,2022-04-16,2,0
6,2022-04-16,3,0
6,2022-04-16,4,0
6,2022-04-30,0,0.0236947154632497
6,2022-04-30,1,0.97630528453675
6,2022-04-30,2,0
6,2022-04-30,3,0
6,2022-04-30,4,0
6,2022-05-14,0,0.00538836405247905
6,2022-05-14,1,0.994611635947521
6,2022-05-14,2,0
6,2022-05-14,3,0
6,2022-05-14,4,0
6,2022-05-28,0,0.000795460256596505
6,2022-05-28,1,0.999204539743404
6,2022-05-28,2,0
6,2022-05-28,3,0
6,2022-05-28,4,0
6,2022-06-11,0,7.24126142365612e-05
6,2022-06-11,1,0.999927587385763
6,2022-06-11,2,0
6,2022-06-11,3,0
6,2022-06-11,4,0
6,2022-06-25,0,0
6,2022-06-25,1,1
6,2022-06-25,2,0
6,2022-06-25,3,0
6,2022-06-25,4,0
6,2022-07-09,0,0.000505426271272927
6,2022-07-09,1,0.999494573728727
6,2022-07-09,2,0
6,2022-07-09,3,0
6,2022-07-09,4,0
6,2022-07-23,0,0
6,2022-07-23,1,0.998886922718041
6,2022-07-23,2,0.00111307728195924
6,2022-07-23,3,0
6,2022-07-23,4,0
6,2022-08-06,0,0
6,2022-08-06,1,0.998683891643623
6,2022-08-06,2,0.00131610835637695
6,2022-08-06,3,0
6,2022-08-06,4,0
6,2022-08-20,0,0.000287422796159366
6,2022-08-20,1,0.994775563500806
6,2022-08-20,2,0.0049370137030342
6,2022-08-20,3,0
6,2022-08-20,4,0
6,2022-09-03,0,0
6,2022-09-03,1,0.995942459895086
6,2022-09-03,2,0.00405754010491416
6,2022-09-03,3,0
6,2022-09-03,4,0
6,2022-09-17,0,0.000248575306345215
6,2022-09-17,1,0.984070553187164
