region,date,strain,share
2,2022-02-19,0,0.938090367385262
2,2022-02-19,1,0.0619096326147384
2,2022-02-19,2,0
2,2022-02-19,3,0
2,2022-02-19,4,0
2,2022-03-05,0,0.763906070650993
2,2022-03-05,1,0.236093929349007
2,2022-03-05,2,0
2,2022-03-05,3,0
2,2022-03-05,4,0
2,2022-03-19,0,0.438356972750336
2,2022-03-19,1,0.561643027249664
2,2022-03-19,2,0
2,2022-03-19,3,0
2,2022-03-19,4,0
2,2022-04-02,0,0.168766425711285
2,2022-04-02,1,0.831233574288715
2,2022-04-02,2,0
2,2022-04-02,3,0
2,2022-04-02,4,0
2,2022-04-16,0,0.0480303948942482
2,2022-04-16,1,0.951969605105752
2,2022-04-16,2,0
2,2022-04-16,3,0
2,2022-04-16,4,0
2,2022-04-30,0,0.0118114925227477
2,2022-04-30,1,0.988188507477252
2,2022-04-30,2,0
2,2022-04-30,3,0
2,2022-04-30,4,0
2,2022-05-14,0,0.00244783915068212
2,2022-05-14,1,0.997552160849318
2,2022-05-14,2,0
2,2022-05-14,3,0
2,2022-05-14,4,0
2,2022-05-28,0,0.00174759533438816
2,2022-05-28,1,0.998252404665612
2,2022-05-28,2,0
2,2022-05-28,3,0
2,2022-05-28,4,0
2,2022-06-11,0,0.000626088718688067
2,2022-06-11,1,0.999373911281312
2,2022-06-11,2,0
2,2022-06-11,3,0
2,2022-06-11,4,0
2,2022-06-25,0,0
2,2022-06-25,1,1
2,2022-06-25,2,0
2,2022-06-25,3,0
2,2022-06-25,4,0
2,2022-07-09,0,0
2,2022-07-09,1,1
2,2022-07-09,2,0
2,2022-07-09,3,0
2,2022-07-09,4,0
2,2022-07-23,0,0
2,2022-07-23,1,0.999001469190627
2,2022-07-23,2,0.000998530809373155
2,2022-07-23,3,0
2,2022-07-23,4,0
2,2022-08-06,0,0
2,2022-08-06,1,0.996707598878695
2,2022-08-06,2,0.00329240112130553
2,2022-08-06,3,0
2,2022-08-06,4,0
2,2022-08-20,0,0
2,2022-08-20,1,0.995947321257992
2,2022-08-20,2,0.00405267874200774
2,2022-08-20,3,0
2,2022-08-20,4,0
2,2022-09-03,0,0
2,2022-09-03,1,0.986336778689916
2,2022-09-03,2,0.0136632213100844
2,2022-09-03,3,0
2,2022-09-03,4,0
2,2022-09-17,0,0.00041279000790217
2,2022-09-17,1,0.968146969329469
2,2022-09-17,2,0.0314402406626292
2,2022-09-17,3,0
