date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,62.1215102941453,286,0.621215102941453
2022-02-15,50-64,58.7524160200537,344,0.587524160200537
2022-02-15,65+,46.3985429741611,197,0.463985429741611
2022-04-02,0-17,77.2,667,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,71.2961009297197,315,0.621215102941453
2022-05-15,50-64,65.622583517873,399,0.587524160200537
2022-05-15,65+,50.3494829096261,224,0.463985429741611
2022-05-28,0-17,80.9,636,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,89,688,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,78.6097462316572,331,0.621215102941453
2022-08-15,50-64,71.547633330625,403,0.587524160200537
2022-08-15,65+,59.2170554222337,237,0.463985429741611
2022-09-17,0-17,89.6,669,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-11,0-17,92.2,651,
2022-11-11,18-49,,,
2022-11-11,50-64,,,
2022-11-11,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,80.7032969916368,347,0.621215102941453
2022-11-15,50-64,77.3445404021582,426,0.587524160200537
2022-11-15,65+,70.3506948492367,276,0.463985429741611
