date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,69.2989955783716,293,0.692989955783716
2022-02-15,50-64,63.6947908705514,238,0.636947908705514
2022-02-15,65+,47.9059344867399,147,0.479059344867399
2022-04-03,0-17,86.2,238,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,78.9034278562469,322,0.692989955783716
2022-05-15,50-64,68.2515636021733,250,0.636947908705514
2022-05-15,65+,49.9906002649059,143,0.479059344867399
2022-05-28,0-17,85.8,268,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,96.6,208,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,86.0880284717695,374,0.692989955783716
2022-08-15,50-64,79.9196691964008,321,0.636947908705514
2022-08-15,65+,66.2678264666494,187,0.479059344867399
2022-09-17,0-17,96.9,305,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-10,0-17,93.2,210,
2022-11-10,18-49,,,
2022-11-10,50-64,,,
2022-11-10,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,90.3783168914781,357,0.692989955783716
2022-11-15,50-64,84.3408544987157,308,0.636947908705514
2022-11-15,65+,75.2308677094,210,0.479059344867399
