date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,64.6487183711051,194,0.646487183711051
2022-02-15,50-64,55.1337815940018,391,0.551337815940018
2022-02-15,65+,39.5354978660608,188,0.395354978660608
2022-04-02,0-17,80.1,682,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,74.833452801333,241,0.646487183711051
2022-05-15,50-64,60.0837918218914,404,0.551337815940018
2022-05-15,65+,44.2331876771325,235,0.395354978660608
2022-05-28,0-17,83.2,686,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,88.1,672,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,85.710409021514,254,0.646487183711051
2022-08-15,50-64,70.242845078614,439,0.551337815940018
2022-08-15,65+,54.9430224129771,260,0.395354978660608
2022-09-17,0-17,93.5,683,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-12,0-17,93.3,684,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,94.552172203546,236,0.646487183711051
2022-11-15,50-64,75.882351677458,455,0.551337815940018
2022-11-15,65+,62.1016139760181,305,0.395354978660608
