date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,57.2659519071602,251,0.572659519071602
2022-02-15,50-64,47.6368185293595,242,0.476368185293595
2022-02-15,65+,35.7802075651786,174,0.357802075651786
2022-04-02,0-17,63.3,627,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,69.9597979054658,267,0.572659519071602
2022-05-15,50-64,53.8999154976925,284,0.476368185293595
2022-05-15,65+,43.9850355938506,212,0.357802075651786
2022-05-28,0-17,71.4,654,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-21,0-17,76.7,654,
2022-07-21,18-49,,,
2022-07-21,50-64,,,
2022-07-21,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,76.822854136011,288,0.572659519071602
2022-08-15,50-64,71.7935697830906,350,0.476368185293595
2022-08-15,65+,59.0447602307998,255,0.357802075651786
2022-09-15,0-17,83.1,648,
2022-09-15,18-49,,,
2022-09-15,50-64,,,
2022-09-15,65+,,,
2022-11-11,0-17,88.5,660,
2022-11-11,18-49,,,
2022-11-11,50-64,,,
2022-11-11,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,85.2888482574193,307,0.572659519071602
2022-11-15,50-64,79.448878898016,348,0.476368185293595
2022-11-15,65+,63.8400062188862,279,0.357802075651786
