date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,69.8721919990921,139,0.698721919990921
2022-02-15,50-64,64.0215560226161,156,0.640215560226161
2022-02-15,65+,53.1224180225357,50,0.531224180225357
2022-04-03,0-17,83.8,648,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,79.9208078011562,165,0.698721919990921
2022-05-15,50-64,71.2108708703767,186,0.640215560226161
2022-05-15,65+,59.9569317229061,50,0.531224180225357
2022-05-28,0-17,85.7,658,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-24,0-17,92,665,
2022-07-24,18-49,,,
2022-07-24,50-64,,,
2022-07-24,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,88.6305691764166,156,0.698721919990921
2022-08-15,50-64,79.3991490160106,180,0.640215560226161
2022-08-15,65+,78.3750976278908,70,0.531224180225357
2022-09-18,0-17,93.8,668,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-13,0-17,95.4,667,
2022-11-13,18-49,,,
2022-11-13,50-64,,,
2022-11-13,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,88.408511329692,178,0.698721919990921
2022-11-15,50-64,76.9920704589344,184,0.640215560226161
2022-11-15,65+,87.7094183165684,75,0.531224180225357
