date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,64.7744066157893,219,0.647744066157893
2022-02-15,50-64,58.3639390521761,405,0.583639390521761
2022-02-15,65+,47.1040069432252,205,0.471040069432252
2022-04-03,0-17,75,661,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,81.8764297778987,316,0.647744066157893
2022-05-15,50-64,65.7369759457264,533,0.583639390521761
2022-05-15,65+,66.0109996611724,339,0.471040069432252
2022-05-29,0-17,83.6,659,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-23,0-17,85.9,659,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,86.4219000109694,350,0.647744066157893
2022-08-15,50-64,80.3803180060749,615,0.583639390521761
2022-08-15,65+,75.5853661094733,421,0.471040069432252
2022-09-18,0-17,90.2,679,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-13,0-17,92.3,650,
2022-11-13,18-49,,,
2022-11-13,50-64,,,
2022-11-13,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,94.4422111370002,373,0.647744066157893
2022-11-15,50-64,88.9050459006404,679,0.583639390521761
2022-11-15,65+,87.2258125351197,506,0.471040069432252
