date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,65.1067670282629,262,0.651067670282629
2022-02-15,50-64,56.3130778715165,291,0.563130778715165
2022-02-15,65+,39.0939228744825,155,0.390939228744825
2022-04-02,0-17,70.4,674,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,77.6924089932758,280,0.651067670282629
2022-05-15,50-64,60.8128826120966,340,0.563130778715165
2022-05-15,65+,41.9920430976904,195,0.390939228744825
2022-05-28,0-17,76.9,681,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,83.4,672,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,81.871761452103,298,0.651067670282629
2022-08-15,50-64,73.7976490002109,371,0.563130778715165
2022-08-15,65+,54.5074996226415,239,0.390939228744825
2022-09-17,0-17,91.2,689,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-12,0-17,89.6,653,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,90.4099430172783,292,0.651067670282629
2022-11-15,50-64,72.2600257016084,413,0.563130778715165
2022-11-15,65+,71.978881832201,257,0.390939228744825
