date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,58.3767867217664,116,0.583767867217664
2022-02-15,50-64,36.9129172089679,157,0.369129172089679
2022-02-15,65+,22.2170311584724,61,0.222170311584724
2022-04-01,0-17,68.9,715,
2022-04-01,18-49,,,
2022-04-01,50-64,,,
2022-04-01,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,67.9172074011326,119,0.583767867217664
2022-05-15,50-64,44.0937977194722,168,0.369129172089679
2022-05-15,65+,30.1609965290939,71,0.222170311584724
2022-05-28,0-17,73.1,447,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-25,0-17,81.5,637,
2022-07-25,18-49,,,
2022-07-25,50-64,,,
2022-07-25,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,78.9669568746211,143,0.583767867217664
2022-08-15,50-64,60.3388291549242,218,0.369129172089679
2022-08-15,65+,48.9865974396705,123,0.222170311584724
2022-09-18,0-17,88.8,615,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-09,0-17,88,644,
2022-11-09,18-49,,,
2022-11-09,50-64,,,
2022-11-09,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,84.7389067381586,148,0.583767867217664
2022-11-15,50-64,64.9266831242642,242,0.369129172089679
2022-11-15,65+,53.2415879915912,147,0.222170311584724
