date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,67.0968518982692,13,0.670968518982692
2022-02-15,50-64,57.1852602880448,28,0.571852602880448
2022-02-15,65+,41.4039867337843,11,0.414039867337843
2022-04-02,0-17,84.1,666,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,89.3954186526082,31,0.670968518982692
2022-05-15,50-64,76.2107488713026,31,0.571852602880448
2022-05-15,65+,58.4438766786103,18,0.414039867337843
2022-05-28,0-17,83,635,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,85.3,698,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,92.6441880928949,19,0.670968518982692
2022-08-15,50-64,71.3789156597267,27,0.571852602880448
2022-08-15,65+,58.9965926175201,19,0.414039867337843
2022-09-17,0-17,91.2,648,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-11,0-17,94.7,639,
2022-11-11,18-49,,,
2022-11-11,50-64,,,
2022-11-11,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,93.1786770955256,23,0.670968518982692
2022-11-15,50-64,72.6819985522536,28,0.571852602880448
2022-11-15,65+,69.6188937687909,17,0.414039867337843
