date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,58.5802162414101,41,0.585802162414101
2022-02-15,50-64,50.6564064286666,48,0.506564064286666
2022-02-15,65+,40.9576144226202,21,0.409576144226202
2022-04-03,0-17,78.3,638,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,75.6959077849064,51,0.585802162414101
2022-05-15,50-64,58.2360146945442,61,0.506564064286666
2022-05-15,65+,52.1080707407375,27,0.409576144226202
2022-05-29,0-17,79.9,631,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-23,0-17,84.3,612,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,84.3497997039466,50,0.585802162414101
2022-08-15,50-64,71.508978218431,77,0.506564064286666
2022-08-15,65+,64.9667195593536,40,0.409576144226202
2022-09-18,0-17,89.3,632,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-12,0-17,89.9,646,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,88.2955905854173,51,0.585802162414101
2022-11-15,50-64,79.0619059665846,85,0.506564064286666
2022-11-15,65+,70.1770304778527,38,0.409576144226202
