date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,68.7250191428151,56,0.687250191428151
2022-02-15,50-64,58.2392244697389,82,0.582392244697389
2022-02-15,65+,45.8162705739096,43,0.458162705739096
2022-04-02,0-17,85.5,683,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,65.6767256374447,49,0.687250191428151
2022-05-15,50-64,67.4302213331159,94,0.582392244697389
2022-05-15,65+,48.9316707677787,43,0.458162705739096
2022-05-28,0-17,86.6,651,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,87.9,649,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,80.2724667153498,50,0.687250191428151
2022-08-15,50-64,73.4725333553572,94,0.582392244697389
2022-08-15,65+,65.0813505129511,54,0.458162705739096
2022-09-17,0-17,93.4,521,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-12,0-17,92.6,559,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,87.0256419765074,48,0.687250191428151
2022-11-15,50-64,74.6868073816992,90,0.582392244697389
2022-11-15,65+,71.9580105013529,56,0.458162705739096
