date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,66.0436447048223,281,0.660436447048223
2022-02-15,50-64,56.415999140214,204,0.56415999140214
2022-02-15,65+,41.6263729078087,115,0.416263729078087
2022-05-15,0-17,,,
2022-05-15,18-49,78.800632303843,308,0.660436447048223
2022-05-15,50-64,61.7901728213409,224,0.56415999140214
2022-05-15,65+,52.0220710164013,121,0.416263729078087
2022-08-15,0-17,,,
2022-08-15,18-49,81.2037211529553,249,0.660436447048223
2022-08-15,50-64,72.8873733470951,215,0.56415999140214
2022-08-15,65+,53.7663100011688,115,0.416263729078087
2022-11-15,0-17,,,
2022-11-15,18-49,83.0187253645287,248,0.660436447048223
2022-11-15,50-64,73.3358066470294,219,0.56415999140214
2022-11-15,65+,60.7955417869043,120,0.416263729078087
