date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,60.8437203654489,231,0.608437203654489
2022-02-15,50-64,49.79066803925,380,0.4979066803925
2022-02-15,65+,33.1297334737608,200,0.331297334737608
2022-04-03,0-17,74.3,657,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,71.4428156746363,304,0.608437203654489
2022-05-15,50-64,58.8606013066357,470,0.4979066803925
2022-05-15,65+,41.4593153469481,267,0.331297334737608
2022-05-29,0-17,73.2,658,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-24,0-17,85.5,659,
2022-07-24,18-49,,,
2022-07-24,50-64,,,
2022-07-24,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,81.0344368603803,344,0.608437203654489
2022-08-15,50-64,63.9219735248947,529,0.4979066803925
2022-08-15,65+,53.4963063553319,338,0.331297334737608
2022-09-18,0-17,89.8,647,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-13,0-17,89.4,653,
2022-11-13,18-49,,,
2022-11-13,50-64,,,
2022-11-13,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,88.0445807621043,335,0.608437203654489
2022-11-15,50-64,78.3866623685448,583,0.4979066803925
2022-11-15,65+,60.702144166934,371,0.331297334737608
