date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,55.1752291926715,117,0.551752291926715
2022-02-15,50-64,50.505378331633,204,0.50505378331633
2022-02-15,65+,39.0665348629517,89,0.390665348629517
2022-04-03,0-17,68.1,628,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,69.199605064561,138,0.551752291926715
2022-05-15,50-64,62.5344017051711,259,0.50505378331633
2022-05-15,65+,50.6574053298608,123,0.390665348629517
2022-05-29,0-17,74,628,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-23,0-17,79.6,597,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,79.4654837002317,184,0.551752291926715
2022-08-15,50-64,72.487863154104,325,0.50505378331633
2022-08-15,65+,59.1161478683719,166,0.390665348629517
2022-09-17,0-17,85.6,552,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-12,0-17,87.8,661,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,90.4995508739638,198,0.551752291926715
2022-11-15,50-64,79.7212480073586,375,0.50505378331633
2022-11-15,65+,71.4278573054582,208,0.390665348629517
