date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,69.9580777986578,222,0.699580777986578
2022-02-15,50-64,60.1511933614852,259,0.601511933614852
2022-02-15,65+,46.9436618801001,124,0.469436618801001
2022-04-02,0-17,89.6,679,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,79.3398298650578,257,0.699580777986578
2022-05-15,50-64,64.0308648080508,291,0.601511933614852
2022-05-15,65+,57.0094545442361,148,0.469436618801001
2022-05-28,0-17,87,682,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-23,0-17,90.5,657,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,89.4474754021546,284,0.699580777986578
2022-08-15,50-64,78.522915543993,352,0.601511933614852
2022-08-15,65+,66.717956786326,179,0.469436618801001
2022-09-17,0-17,92.8,560,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-12,0-17,97.1,541,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,91.9239344102951,270,0.699580777986578
2022-11-15,50-64,80.6478120916558,370,0.601511933614852
2022-11-15,65+,77.8553053473995,224,0.469436618801001
