date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,66.4315759262198,544,0.664315759262198
2022-02-15,50-64,58.0820512794722,846,0.580820512794722
2022-02-15,65+,42.4083431752375,488,0.424083431752375
2022-04-03,0-17,83.9,674,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,76.8311325307921,626,0.664315759262198
2022-05-15,50-64,64.2448690300053,989,0.580820512794722
2022-05-15,65+,50.4416416843325,572,0.424083431752375
2022-05-29,0-17,82.8,655,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-23,0-17,88.5,645,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,84.2425878382222,696,0.664315759262198
2022-08-15,50-64,74.9745004528298,1131,0.580820512794722
2022-08-15,65+,65.6652364059316,739,0.424083431752375
2022-09-18,0-17,91.9,648,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-13,0-17,92.5,633,
2022-11-13,18-49,,,
2022-11-13,50-64,,,
2022-11-13,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,88.1323089338382,713,0.664315759262198
2022-11-15,50-64,79.7362377792516,1173,0.580820512794722
2022-11-15,65+,71.625367037775,807,0.424083431752375
