date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,46.2798996614931,145,0.462798996614931
2022-02-15,50-64,39.4252091472382,137,0.394252091472382
2022-02-15,65+,29.6630494309227,105,0.296630494309227
2022-04-02,0-17,72.7,645,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,59.3405802396727,192,0.462798996614931
2022-05-15,50-64,50.9265662011326,175,0.394252091472382
2022-05-15,65+,35.3693556609106,127,0.296630494309227
2022-05-28,0-17,73.9,656,
2022-05-28,18-49,,,
2022-05-28,50-64,,,
2022-05-28,65+,,,
2022-07-22,0-17,83.5,661,
2022-07-22,18-49,,,
2022-07-22,50-64,,,
2022-07-22,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,77.95159162985,249,0.462798996614931
2022-08-15,50-64,70.7277318453857,253,0.394252091472382
2022-08-15,65+,57.3640920822508,208,0.296630494309227
2022-09-17,0-17,86.2,650,
2022-09-17,18-49,,,
2022-09-17,50-64,,,
2022-09-17,65+,,,
2022-11-12,0-17,88.1,650,
2022-11-12,18-49,,,
2022-11-12,50-64,,,
2022-11-12,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,83.5088220738897,230,0.462798996614931
2022-11-15,50-64,75.2391975748508,276,0.394252091472382
2022-11-15,65+,65.9031270387658,254,0.296630494309227
