date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,70.1564597549597,37,0.701564597549597
2022-02-15,50-64,66.0925615108791,73,0.660925615108791
2022-02-15,65+,55.124706290967,41,0.55124706290967
2022-04-02,0-17,79.7,668,
2022-04-02,18-49,,,
2022-04-02,50-64,,,
2022-04-02,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,79.0882246548906,41,0.701564597549597
2022-05-15,50-64,68.7458885498795,79,0.660925615108791
2022-05-15,65+,56.3253461605141,44,0.55124706290967
2022-05-29,0-17,84,670,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-23,0-17,89.7,669,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,79.1217839364439,40,0.701564597549597
2022-08-15,50-64,79.9181970899398,82,0.660925615108791
2022-08-15,65+,61.4674713767138,51,0.55124706290967
2022-09-20,0-17,89.9,668,
2022-09-20,18-49,,,
2022-09-20,50-64,,,
2022-09-20,65+,,,
2022-11-14,0-17,91.6,587,
2022-11-14,18-49,,,
2022-11-14,50-64,,,
2022-11-14,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,96.9472113837876,46,0.701564597549597
2022-11-15,50-64,90.9603157353643,87,0.660925615108791
2022-11-15,65+,74.2255280638159,63,0.55124706290967
