date,age,rate,n,infected
2022-02-15,0-17,,,
2022-02-15,18-49,63.4171955077964,88,0.634171955077964
2022-02-15,50-64,52.0385521821642,158,0.520385521821642
2022-02-15,65+,37.0684060970849,63,0.370684060970849
2022-04-03,0-17,61.4,659,
2022-04-03,18-49,,,
2022-04-03,50-64,,,
2022-04-03,65+,,,
2022-05-15,0-17,,,
2022-05-15,18-49,76.0453739001209,105,0.634171955077964
2022-05-15,50-64,62.7065312316643,176,0.520385521821642
2022-05-15,65+,63.0029001311035,95,0.370684060970849
2022-05-29,0-17,72.5,661,
2022-05-29,18-49,,,
2022-05-29,50-64,,,
2022-05-29,65+,,,
2022-07-23,0-17,81.6,659,
2022-07-23,18-49,,,
2022-07-23,50-64,,,
2022-07-23,65+,,,
2022-08-15,0-17,,,
2022-08-15,18-49,75.9233873884862,111,0.634171955077964
2022-08-15,50-64,75.029791849747,211,0.520385521821642
2022-08-15,65+,74.4684570436784,121,0.370684060970849
2022-09-18,0-17,86.1,655,
2022-09-18,18-49,,,
2022-09-18,50-64,,,
2022-09-18,65+,,,
2022-11-13,0-17,90.9,655,
2022-11-13,18-49,,,
2022-11-13,50-64,,,
2022-11-13,65+,,,
2022-11-15,0-17,,,
2022-11-15,18-49,80.3353691280133,104,0.634171955077964
2022-11-15,50-64,81.2788168276842,210,0.520385521821642
2022-11-15,65+,82.2785017057017,127,0.370684060970849
